,Unnamed: 0,plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,has_emit,emit_granule_id,simulated_512_path
224,289,GAO20230824t174552p0000-A,31.95192476394213,-101.79339687564152,2023-08-24 17:45:52+00:00,,CH4,mf,"[-101.79635625310073, 31.949715591722406, -101.7902102875445, 31.954885420651205]",GAO,production,2023-12-04 18:51:09.330763+00:00,2025-03-25 22:59:43.979809+00:00,v1,,,,,166.03427671881445,121.0340289222044,5.0546875,0.24169921875,167.70123854035123,4.111375580846502,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-A/GAO20230824t174552p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-A/GAO20230824t174552p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-A/GAO20230824t174552p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-A/GAO20230824t174552p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-A/GAO20230824t174552p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-A_sim_L9.tif
225,290,GAO20230824t174552p0000-B,31.90744654175396,-101.78353215280497,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.78673971384377, 31.90552115364748, -101.78059657025719, 31.910736048018816]",GAO,production,2023-12-04 18:49:20.341648+00:00,2025-03-25 22:37:16.117697+00:00,v1,,,,,391.5024911526703,46.28901224635248,4.984375,0.271728515625,167.90598029091151,3.363690117276965,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-B/GAO20230824t174552p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-B/GAO20230824t174552p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-B/GAO20230824t174552p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-B/GAO20230824t174552p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-B/GAO20230824t174552p0000-B_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-B_sim_L9.tif
226,291,GAO20230824t174552p0000-C,31.90919917495681,-101.77633297430442,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.77960362477495, 31.907098225796826, -101.77351321804407, 31.912313220261055]",GAO,production,2023-12-04 18:49:20.430869+00:00,2025-03-25 22:37:18.031963+00:00,v1,,,,,322.50794104413296,122.0713129663059,4.984375,0.271728515625,167.90598029091151,3.363690117276965,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-C/GAO20230824t174552p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-C/GAO20230824t174552p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-C/GAO20230824t174552p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-C/GAO20230824t174552p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-C/GAO20230824t174552p0000-C_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-C_sim_L9.tif
227,292,GAO20230824t174552p0000-D,31.858020214368253,-101.76487057722002,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.76877110570035, 31.857192533007307, -101.76241950950563, 31.86258720670153]",GAO,production,2023-12-04 18:46:50.284638+00:00,2025-03-25 22:59:49.068005+00:00,v1,,,,,423.3511465473815,82.90646451358147,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-D/GAO20230824t174552p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-D/GAO20230824t174552p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-D/GAO20230824t174552p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-D/GAO20230824t174552p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-D/GAO20230824t174552p0000-D_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-D_sim_L9.tif
228,293,GAO20230824t174552p0000-E,31.855395160146585,-101.76474878487302,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.76794865200614, 31.853519956395694, -101.76180902715552, 31.858734806852357]",GAO,production,2023-12-04 18:47:13.747301+00:00,2025-03-25 22:37:20.494777+00:00,v1,,,,,136.51931960685712,26.829190796466765,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-E/GAO20230824t174552p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-E/GAO20230824t174552p0000-E_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-E/GAO20230824t174552p0000-E_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-E/GAO20230824t174552p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-E/GAO20230824t174552p0000-E_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-E_sim_L9.tif
229,294,GAO20230824t174552p0000-F,31.852003629221286,-101.77659185425824,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.78318594276357, 31.850977673506474, -101.77286501653627, 31.859744094177326]",GAO,production,2024-01-02 20:36:56.853103+00:00,2025-03-25 22:59:53.310441+00:00,v1,,,,,967.9751903800995,145.5234216098382,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-F/GAO20230824t174552p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-F/GAO20230824t174552p0000-F_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-F/GAO20230824t174552p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-F/GAO20230824t174552p0000-F_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-F_sim_L9.tif
230,295,GAO20230824t174552p0000-G,31.844948363926378,-101.77228052261157,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.77821721194968, 31.843638158976386, -101.77038461862489, 31.85033659164857]",GAO,production,2024-01-02 20:36:56.895229+00:00,2025-03-25 22:59:57.254001+00:00,v1,,,,,1107.670062428425,251.08507307604933,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-G/GAO20230824t174552p0000-G_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-G/GAO20230824t174552p0000-G_l3a-vis-ch4-mf-v002_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-G/GAO20230824t174552p0000-G_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-G/GAO20230824t174552p0000-G_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-G_sim_L9.tif
231,296,GAO20230824t174552p0000-H,31.78972350052988,-101.76153866828224,2023-08-24 17:45:52+00:00,,CH4,mf,"[-101.76460038946632, 31.78757555188378, -101.75846527963748, 31.792745337360707]",GAO,production,2023-12-04 18:42:46.262985+00:00,2025-03-25 22:37:23.056524+00:00,v1,,,,,162.6057084754195,17.221937885066268,5.04296875,0.2412109375,167.30893979518237,2.8454786144088446,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-H/GAO20230824t174552p0000-H_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-H/GAO20230824t174552p0000-H_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-H/GAO20230824t174552p0000-H_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-H/GAO20230824t174552p0000-H_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t174552p0000-H/GAO20230824t174552p0000-H_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-H_sim_L9.tif
232,297,GAO20230824t174552p0000-I,31.77378721990592,-101.7589890463482,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.76443257562208, 31.767829359016826, -101.7524287536851, 31.778079259972326]",GAO,production,2024-02-15 23:38:44.225557+00:00,2025-03-25 23:00:06.543718+00:00,v1,,,,,288.5800629941853,37.15175433955043,5.02734375,0.2222900390625,167.19323639064234,2.7165695156569147,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-I/GAO20230824t174552p0000-I_l3a-vis-ch4-mf-v1_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-I/GAO20230824t174552p0000-I_l3a-vis-ch4-mf-v1_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-I/GAO20230824t174552p0000-I_l3a-vis-ch4-mf-v1_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-I/GAO20230824t174552p0000-I_l3a-vis-ch4-mf-v1_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-I_sim_L9.tif
233,298,GAO20230824t174552p0000-J,31.77414511419623,-101.7587546733664,2023-08-24 17:45:52+00:00,Oil & Gas (1B2),CH4,mf,"[-101.76417055286885, 31.767777615911598, -101.75216673971343, 31.778027515101154]",GAO,production,2024-02-15 23:38:44.101631+00:00,2025-03-25 22:58:52.779642+00:00,v1,,,,,,,5.02734375,0.2222900390625,167.19323639064234,2.7165695156569147,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-J/GAO20230824t174552p0000-J_l3a-vis-ch4-mf-v1_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-J/GAO20230824t174552p0000-J_l3a-vis-ch4-mf-v1_plume.png,,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-J/GAO20230824t174552p0000-J_l3a-vis-ch4-mf-v1_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v1/2023/08/24/GAO20230824t174552p0000-J/GAO20230824t174552p0000-J_l3a-vis-ch4-mf-v1_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t174552p0000-J_sim_L9.tif
234,299,GAO20230824t175220p0000-A,31.907443859684,-101.78356869658344,2023-08-24 17:52:20+00:00,Oil & Gas (1B2),CH4,mf,"[-101.78711087199515, 31.9054853516365, -101.78102054078451, 31.910700372841777]",GAO,production,2023-12-04 18:49:20.655435+00:00,2025-03-25 22:37:25.585041+00:00,v1,,,,,144.68182682023846,43.37637069798171,4.984375,0.271728515625,167.90598029091151,3.363690117276965,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-A/GAO20230824t175220p0000-A_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-A/GAO20230824t175220p0000-A_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-A/GAO20230824t175220p0000-A_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-A/GAO20230824t175220p0000-A_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-A/GAO20230824t175220p0000-A_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-A_sim_L9.tif
235,300,GAO20230824t175220p0000-B,31.909202883808906,-101.77633621508606,2023-08-24 17:52:20+00:00,Oil & Gas (1B2),CH4,mf,"[-101.77951628076777, 31.908087726690418, -101.77342580937704, 31.913302720438615]",GAO,production,2023-12-04 18:49:20.299143+00:00,2025-03-25 22:37:26.290839+00:00,v1,,,,,110.4557101549448,31.87761343624168,4.984375,0.271728515625,167.90598029091151,3.363690117276965,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-B/GAO20230824t175220p0000-B_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-B/GAO20230824t175220p0000-B_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-B/GAO20230824t175220p0000-B_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-B/GAO20230824t175220p0000-B_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-B/GAO20230824t175220p0000-B_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-B_sim_L9.tif
236,301,GAO20230824t175220p0000-C,31.85796520814435,-101.76481692963796,2023-08-24 17:52:20+00:00,Oil & Gas (1B2),CH4,mf,"[-101.77030694240351, 31.856781035543854, -101.75940319659534, 31.865996932230814]",GAO,production,2023-12-04 18:46:50.194538+00:00,2025-03-25 23:00:08.874711+00:00,v1,,,,,422.4569469811993,61.75665452228997,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-C/GAO20230824t175220p0000-C_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-C/GAO20230824t175220p0000-C_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-C/GAO20230824t175220p0000-C_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-C/GAO20230824t175220p0000-C_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-C/GAO20230824t175220p0000-C_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-C_sim_L9.tif
237,302,GAO20230824t175220p0000-D,31.855391476715,-101.76474021693532,2023-08-24 17:52:20+00:00,Oil & Gas (1B2),CH4,mf,"[-101.76769897867908, 31.853107782152286, -101.76161216297135, 31.858322757577984]",GAO,production,2023-12-04 18:47:13.718481+00:00,2025-03-25 23:00:15.142677+00:00,v1,,,,,210.1703156264512,31.3571004836091,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-D/GAO20230824t175220p0000-D_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-D/GAO20230824t175220p0000-D_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-D/GAO20230824t175220p0000-D_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-D/GAO20230824t175220p0000-D_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-D/GAO20230824t175220p0000-D_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-D_sim_L9.tif
238,303,GAO20230824t175220p0000-E,31.852276788576035,-101.77683634373332,2023-08-24 17:52:20+00:00,,CH4,mf,"[-101.7803980675753, 31.85090597974732, -101.77425856438026, 31.85612087469833]",GAO,production,2023-12-04 18:45:55.346300+00:00,2025-03-25 23:00:16.997484+00:00,v1,,,,,389.3007527939725,72.30977413459344,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-E/GAO20230824t175220p0000-E_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-E/GAO20230824t175220p0000-E_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-E/GAO20230824t175220p0000-E_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-E/GAO20230824t175220p0000-E_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-E/GAO20230824t175220p0000-E_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-E_sim_L9.tif
239,304,GAO20230824t175220p0000-F,31.844870042313545,-101.77242351674464,2023-08-24 17:52:20+00:00,Oil & Gas (1B2),CH4,mf,"[-101.78619880773925, 31.84267251028187, -101.7651873430293, 31.86052002252751]",GAO,production,2023-12-04 18:44:34.876776+00:00,2025-03-25 22:32:53.996479+00:00,v1,,,,,966.2910911523572,122.5292474931032,5.046875,0.27392578125,167.57770773902234,3.127024188078553,hrrr,Global Airborne Observatory,ASU GDCS,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-F/GAO20230824t175220p0000-F_l3a-vis-ch4-mf-v002_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-F/GAO20230824t175220p0000-F_l3a-vis-ch4-mf-v002_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ch4-mf-v1/2023/08/24/GAO20230824t175220p0000-F/GAO20230824t175220p0000-F_l3a-ch4-mf-v1_concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-F/GAO20230824t175220p0000-F_l3a-vis-ch4-mf-v002_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mf-v002/2023/08/24/GAO20230824t175220p0000-F/GAO20230824t175220p0000-F_l3a-vis-ch4-mf-v002_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9_60resolution/GAO20230824t175220p0000-F_sim_L9.tif
